id,chords,release_date,genres,decade,rock_genre,artist_id,main_genre,spotify_song_id,spotify_artist_id
233,<intro_1> F7 C7 <verse_1> F7 Bb7 F7 C7 Bb7 F7 C7 <verse_2> F7 Bb7 F7 C7 Bb7 F7 C7 F7 Bb7 F7 C7 Bb7 F7 C7 <verse_3> F7 Bb7 F7 C7 Bb7 F7 C7 <outro_1> F7 Bb7 F7,1962-01-01,'blues' 'chicago blues' 'harmonica blues' 'traditional blues',1960.0,,artist_132,jazz,0GrhsM0eQQFyFN4M2zqc5f,41ZMMuFFLPTVPkUsSI5KlV
234,<intro_1> Eb Gmin7 F Eb Gmin7 Bb <verse_1> Eb Gmin7 F Eb Gmin7 F Eb Gmin7 F Eb Gmin7 Bb <chorus_1> Eb Gmin7 F Eb Gmin7 F Eb Gmin7 F Eb Gmin7 Bb Eb Gmin7 F Eb Gmin7 Bb <verse_2> Eb F <chorus_2> Eb Gmin7 F Eb Gmin7 F Eb Gmin7 F Eb Gmin7 Bb Gmin7 Bb F Gmin7 Bb F Gmin7 Bb F Gmin7 Bb F <bridge_1> Eb D/Bb Eb F Eb D/Bb Eb F Eb Gmin7 F Eb Gmin7 Bb <chorus_3> Eb Gmin7 F Eb Gmin7 F <outro_1> Eb Gmin7 F Eb Gmin7 Bb Eb Gmin7 F Eb Gmin7 Bb Eb,2018-07-13,'south african rock',2010.0,south african rock,artist_136,rock,5GIUHrDsFowJPjy6xFy9PR,1RqKaZtnoko0n8YpgLNZkx
235,<intro_1> A E7 <verse_1> A D A E D A E7 <verse_2> A D A E D A E7 A D A E D A E7 <verse_3> A D A E D A E7 <outro_1> A D A,1960-01-01,'blues' 'chicago blues' 'harmonica blues' 'traditional blues',1950.0,,artist_132,jazz,3aVwyINZ1BAn0zq4Ab4LiX,41ZMMuFFLPTVPkUsSI5KlV
236,<intro_1> E B7 <verse_1> E7 A7 E7 B7 A7 E7 B7 <verse_2> E7 A7 E7 B7 A7 E7 B7 E7 A7 E7 B7 A7 E7 B7 <verse_3> E7 A7 E7 B7 A7 E7 B7 E7,1960-01-01,'blues' 'chicago blues' 'harmonica blues' 'traditional blues',1950.0,,artist_132,jazz,2HpsnqW7jkTrzM2aiAS9Fn,41ZMMuFFLPTVPkUsSI5KlV
237,<intro_1> E,1995-06-19,'blues' 'chicago blues' 'harmonica blues' 'traditional blues',1990.0,,artist_132,jazz,45uJq1Kl5DgomxCEg5e5OY,41ZMMuFFLPTVPkUsSI5KlV
238,<intro_1> E B7 <verse_1> E A E B A E B7 <verse_2> E A E B A E B7 E A E B A E B7 <verse_3> E A E B A E B7 <outro_1> E,1960-01-01,'blues' 'chicago blues' 'harmonica blues' 'traditional blues',1950.0,,artist_132,jazz,084PSDb2PUzArLqwsE0kwh,41ZMMuFFLPTVPkUsSI5KlV
239,<intro_1> E <verse_1> A E B A E B7 <verse_2> E A E B A E B7 E A E B A E B7 <verse_3> E A E B A E B7 <outro_1> E,1960-01-01,'blues' 'chicago blues' 'harmonica blues' 'traditional blues',1950.0,,artist_132,jazz,5dqgyu8brAwhtTXDJiO1V0,41ZMMuFFLPTVPkUsSI5KlV
240,<intro_1> E A E B7 <verse_1> E A E A E B A E B7 <verse_2> E A E A E B A E B7 E A E B A E B7 <verse_3> E A E B A E B7 <outro_1> E,1960-01-01,'blues' 'chicago blues' 'harmonica blues' 'traditional blues',1950.0,,artist_132,jazz,2CelkZmgIaM4ePolQzmcwB,41ZMMuFFLPTVPkUsSI5KlV
241,<intro_1> E B7 <verse_1> E A E B A E B7 <verse_2> E A E B A E B7 E A E B A E B7 <verse_3> E A E B A E B7,1960-01-01,'blues' 'chicago blues' 'harmonica blues' 'traditional blues',1950.0,,artist_132,jazz,6tRzmitQ3P0wK277WqfVzc,41ZMMuFFLPTVPkUsSI5KlV
242,<intro_1> Amin7 G/B C C/D G Emin C Bb G Emin Amin7 G/B C C/D <verse_1> G Emin C Bb G Emin Amin7 G/B C C/D G Emin C Bb G Emin Amin7 G/B C C/D <verse_2> G Emin C Bb G Emin Amin7 G/B C C/D G Emin C Bb G Emin Amin7 G/B C C/D <chorus_1> G Emin C Bb G Emin Amin7 G/B C C/D G Emin C Bb G Emin Amin7 G/B C C/D <verse_3> G Emin C Bb G Emin Amin7 G/B C C/D G Emin C Bb G Emin Amin7 G/B C C/D <chorus_2> G Emin C Bb G Emin Amin7 G/B C C/D G Emin C Bb G Emin Amin7 G/B C C/D <bridge_1> Amin D Bmin Emin Amin D Eb Eb/F <solo_1> Bb Gmin Eb Db Bb Gmin Cmin7 Bb/D Eb Eb/F <chorus_3> Bb Gmin Eb Db Bb Gmin Cmin7 Bb/D Eb Eb/F Bb Gmin Eb Db Bb Gmin Cmin7 Bb/D Eb Eb/F Bb Gb Bb Gb Ab Bb Gb Bb Gb Eb Bb,2018-08-24,'norwegian indie' 'norwegian pop',2010.0,,artist_137,alternative,0tP414RMhI5EKej6pJsIvA,7hJnLLfzUy0oDOtNZF8wUm
243,<intro_1> A E A D A E <verse_1> A D A E D A E <verse_2> A D A E D A E A D A E D A E <verse_3> A D A E D A E <outro_1> A,1960-01-01,'blues' 'chicago blues' 'harmonica blues' 'traditional blues',1950.0,,artist_132,jazz,5MeWVcpkkAOofncCpmwBaq,41ZMMuFFLPTVPkUsSI5KlV
244,E7 B7 A7 E7 B7 E7 A7 E7 B7 A7 E7 B7 E7 A7 E7 B7 A7 E7 B7 E7 A7 E7 B7 A7 E7 B7 E7 A7 E7 B7 A7 E7,2017-08-04,'blues' 'chicago blues' 'harmonica blues' 'traditional blues',2010.0,,artist_132,jazz,69BitnFFEW0yrtbNQL4inL,41ZMMuFFLPTVPkUsSI5KlV
245,A Csmin7 Dmaj7 A Csmin7 Dmaj7 A Csmin7 Dmaj7 A Csmin7 Dmaj7 A Bmin Fsmin Bmin Fsmin A Csmin7 Dmaj7 A Dmaj7 A Csmin7 Dmaj7 A Csmin7 Dmaj7 A Csmin7 Dmaj7 A Csmin7 Dmaj7 A Bmin Fsmin Bmin Fsmin A Csmin7 Dmaj7 A Dmaj7 A Dmaj7 A,2022-09-23,'german indie' 'german pop',2020.0,,artist_138,alternative,5nvy1CFXRbVvJkwUwuRqnh,0uNoScPvcAL4krqNZfeJBq
246,<verse_1> Db C Dmin Bbmin Dmin Bbmin C <chorus_1> F Dmin Bb Amin Gmin Dmin Bbmin F <verse_2> Db C Dmin Bbmin Dmin Bbmin C <chorus_2> F Dmin Bb Amin Gmin Dmin Bbmin F Db D Bmin G Fsmin Emin D Bmin Emin D Bmin Emin Gmin D,2015-12-04,'german show tunes',2010.0,,artist_139,,1xNUDESQ5TyPvMziSRIfpH,2aRc20jIhrOWFTjAzHTuqD
247,<chorus_1> Fs Gsmin B E B Fs B Gsmin Fs Gsmin B <instrumental_1> Fs Gsmin B E B Gsmin <verse_1> B Gsmin Fs E B Gsmin B E Gsmin B E Gsmin E Fs B Fs B Fs B Fs Gsmin B E B Fs B Gsmin Fs Gsmin B <instrumental_2> E Fs Gsmin Fs B <verse_2> Gsmin Fs E B Gsmin B E Gsmin B Gsmin E Fs B Fs B Fs B E Gsmin E Fs B E Gsmin Fs Gsmin B E B Fs B Gsmin Fs Gsmin B,1975-12-01,'rabindra sangeet',1970.0,,artist_140,,7m3eIVd1XNpNHmSsv2joSt,0lzhlb4hBZjcjQDYdbASUz
248,<intro_1> C F C G <verse_1> C G F G C G F G <chorus_1> Emin E Amin F C G F G C F C <bridge_1> G C F C G Emin C Emin <verse_2> C G F G C G F G <chorus_2> Emin E Amin F C G F G C G F G C F <bridge_2> C G C F C G Emin <verse_3> C G F G C G F G Emin E Amin F C G F G C G F G C F G C F G C,1964,'adult standards' 'brill building pop' 'disco' 'quiet storm' 'soft rock' 'vocal jazz',1960.0,soft rock,artist_141,pop rock,5Rw8qpcPkThjuNbnHNx1wL,2JSjCHK79gdaiPWdKiNUNp
249,<verse_1> Gmin Eb D Dmin7 Gmin Eb Bbmaj7 <verse_2> Ebmaj7 D7 Dmin7 Gmin7 Ebmaj7 Bbmaj7 <bridge_1> Eb Dmin G7 Eb F <verse_3> Gmin Eb Gmin D7 Dmin7 Gmin7 Eb Bbmaj7 <outro_1> Ebmaj7 Bbmaj7 Ebmaj7 Bbmaj7,,,,,,,,
250,<verse_1> C G C <chorus_1> G C <verse_2> D A D <chorus_2> A D <outro_1> A D A D A D,2023-10-13,'muziek voor kinderen',2020.0,,artist_142,,3QQyKKXqsgDd7sDFgXqOHM,0iPd49ijIfA2JCZSZ4QDPv
251,<intro_1> Fmin Eb Db <verse_1> Eb Ab Bb Db Eb Bbmin Db Eb Ab Cmin Fmin Bb Db Ab Cmin Fmin Ab Cmin Bb Db Ab C Fmin Db Ab Eb Cmin Bb Db Cmin Eb Db Bbmin Cmin Eb Db Bbmin <chorus_1> Cmin Bbmin Db Cmin Ab Db Fmin Cmin Ab Db <bridge_1> Ab Cmin Bbmin Db Ab Cmin Fmin Db Ab Cmin Bb Db Eb Fmin Cmin Bb <instrumental_1> Ab Db Eb Ab Db Eb Db Eb Db Eb,2014-11-17,'bitpop' 'bubblegrunge' 'diy emo' 'modern power pop',2010.0,,artist_143,pop,5YSFprpub5P5ImP7GgptCz,4RoIQHT4yJcA0ENhs8WLd4
252,<intro_1> G Ds D Gmin <verse_1> Amin7 D7 Gmin Amin D Gmin Ds D Asmin Ds Amin D7 <verse_2> Gmin Amin7 D7 Gmin Amin7 D7 Gmin Ds D As Ds D <chorus_1> G Amin D7 G Fsmin B7 Emin C F G Amin D G Ds D <verse_3> Gmin Amin D7 Gmin Amin D7 Gmin Amin D7 Gmin Amin D7 Gmin Amin D7 Gmin Amin D7 Gmin Amin D7 Gmin Amin D7 Gmin <chorus_2> G D7 G Fsmin B7 Emin C F G Amin D G Ds D,,,,,,,,
253,<intro_1> Cs Csmin Cs E Cs Csmin Cs Csmin B Cs A <chorus_1> Cs E B As Cs E B Cs E B Cs E B Csmin Cs E B Cs Csmin7 Cs7 Csmin7 C Csmin <verse_1> Cs Csmin B Cs Csmin Cs Csmin B Cs Csmin B Cs Csmin Cs Csmin B C Cs Csmin B Cs7 Csmin7 B E Cs Cs7 Cs Csmin B Cs7 Csmin B <solo_1> Fs B Cs Cs7 Csmin B Cs <chorus_2> E Cs Cs7 E Cs E B Cs Csmin Cs A Cs Csmin Cs <outro_1> Csmin B Cs7 Csmin B Csmin Fs7 Cs Cs7 Cs B Cs7 Csmin7 B Fs B Cs Cs7 Cs Csmin B Cs7 B Cs Fs B Cs,1999-12-14,,1990.0,,artist_144,,5aHhhjCqjqDxzgJxqTnx3I,5mkI3ZZVNkFFVv5Yo51YeY
254,<verse_1> Emin C G C G D Emin C G C G D Amin C D G <chorus_1> Emin G C G D Emin C Emin G C G D Emin C Emin <verse_2> C G C G D Emin C G C G D Amin C D G <chorus_2> Emin G C G D Emin C Emin G C G D Emin C Emin,,'ontario indie',,,artist_145,alternative,,2qgcVY8aup4vFHfp4uoZ2X
255,<intro_1> G <verse_1> D D/C D/B D/A G <verse_2> D D/C D/B D/A G <verse_3> A E E/D E/Cs E/B A,2023-10-13,'muziek voor kinderen',2020.0,,artist_142,,7EIzti98M2f4Ur1YN8Z3Gz,0iPd49ijIfA2JCZSZ4QDPv
256,<intro_1> Ab Ab Ab Bb Cmin Db Dbmin Fmin Cmin A Gb Db <verse_1> Ab Bb Cmin Db Emin Fmin Cmin Ebmin Cmin A Bbmin Gb Db <chorus_1> Gbmin Ab Gbmin Ab Db Gb Fmin Gb Db Fmin Gb Gbmin Db Gb Db <interlude_1> Gb Ab Gb Ab Gb Ab Gb Ab,2023-02-10,'classic finnish rock' 'suomi rock',2020.0,classic finnish rock,artist_146,rock,3RDAtRpUJDMWMAqWWPhLM5,6h03SuifBwUlydEkwrXVXF
257,<verse_1> G D G C G D G D G C D G <verse_2> C G C F C G C G C F G C <bridge_1> F/A G C Dmin/B E7 Amin G C G D7 G <verse_3> C G C F C G C G C F G C E7 <interlude_1> Amin G/B A/Cs Dmin Amin F E A D G D7 G <verse_4> C G C F C G C G C F G C <bridge_2> F/A G C Dmin/B E7 Amin G C G D7 G <verse_5> C G C F C G C G C F G C F/C C,2013-06-14,'classic finnish pop' 'classic iskelma',2010.0,,artist_147,pop,1l7dLAxDcMdy2ttMIkdHYE,37XPhuXDGNS3x6ohVUtKK8
258,<intro_1> Fs B Fs Esus2 B Fs B Fs <verse_1> E Fs D Fs E Fs D Fs Cs <chorus_1> E Cs E Fs Cs E Cs E Cs E Csmin E Fs Csmin E Cs Bmin Fs A Fs <verse_2> D E Fs E Fs D Fs <chorus_2> Csmin E Cs E Cs E Cs Csmin E Cs E Cs E Fs Csmin E Cs E B E <bridge_1> Fs E Fs Csmin7 E Fs Asmin Fs E Fs A B G A G A B G A G A B A G A B A <solo_1> Fs A Fs A Fs <chorus_3> A Fs E Fssus2 Fs A Fs Fs7 E Fs <chorus_4> Fssus2 A7 E Fsmin7 Fs <outro_1> Fsmin7 A Fs,1999-12-14,,1990.0,,artist_144,,0TSzMfoCsv18GtzzH4bwJG,5mkI3ZZVNkFFVv5Yo51YeY
259,<intro_1> G C D G <verse_1> D G C G C G D G D G C G C G D G <chorus_1> C G C G D C G C G D G <verse_2> D G C G C G D G D G C G C G D G <chorus_2> C G C G D C G C G D G C G C G D C G C G D G,2021-12-12,'family gospel',2020.0,,artist_148,,2f5TtJQxzpaiL8NtfLBvGD,3lUosnxUNCggs7r4yCln0R
260,<intro_1> Amin <verse_1> Dmin Amin <chorus_1> D Emin Amin D Emin Amin <verse_2> Dmin Amin Dmin Amin <chorus_2> D Emin Amin D Emin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin,2021-07-30,'australian surf rock' 'christchurch indie',2020.0,australian surf rock,artist_149,rock,4wo1QovIYSpcuzVFHCD66v,5dbCgsqzVweFpd1yYHv3Bz
261,<intro_1> Dmin C G Dmin C G <verse_1> Dmin C G Dmin C G Dmin C G Dmin C G Dmin C G Dmin C G Dmin C G Dmin C G <verse_2> Dmin G Dmin G Dmin C G Dmin C G <chorus_1> Dmin C G Dmin C G Dmin C G Dmin C G <interlude_1> Dmin C G F Amin G Dmin C G F Amin G F Amin G C G <chorus_2> Dmin C G Dmin C G Dmin C G F Amin G C G Dmin C G Dmin C G Dmin C G F Amin G <outro_1> F Amin G,2022-05-27,'ambient folk',2020.0,,artist_150,country,6qr4bldy3y451hApJFEWqa,0sYlth2PW1zWJMEU2vCukz
262,<intro_1> Cmin F G Cmin F G Cmin F G Cmin F <verse_1> G Cmin F G Cmin F G Cmin F G Cmin F G Cmin F G Cmin F G Cmin F G Cmin F G <verse_2> Ab Eb Ab G Cmin F G Cmin F G Cmin F G C <verse_3> Cmin F G Cmin F G Cmin F G Cmin F G Ab Eb Ab G Cmin F G Cmin F G Cmin F G Eb <interlude_1> Cmin F Cmin F G Cmin F Cmin F Cmin Ab <bridge_1> Eb Ab Cmin <outro_1> F G Cmin F G F G Cmin F Cmin F G Cmin G F G Cmin F G F G Cmin F G F G Cmin G F G Cmin,2020-05-22,'australian alternative rock',2010.0,australian alternative rock,artist_151,rock,0l0WkzEZEC7bP6AWnX2Bum,09NEIWHdaWneBWsjYdDnwz
263,<intro_1> Fsmin D A E <verse_1> Fsmin D A E Fsmin D A E D A E A <chorus_1> E Fsmin D A E Fsmin D A E Fsmin D A E D <verse_2> Fsmin D A E Fsmin D A E D A E A <chorus_2> E Fsmin D A E Fsmin D A E Fsmin D A E Fsmin <bridge_1> Bmin D A E Bmin D A Fsmin D A E Fsmin E D A E Fsmin E D <chorus_3> A E Fsmin D A E Fsmin D A E Fsmin D A E Fsmin <outro_1> A E Fsmin E D A E Fsmin D A E Fsmin E D A E Fsmin D A,2016-01-25,'danish metal' 'modern hard rock' 'nwocr' 'southern metal',2010.0,modern hard rock,artist_152,metal,1culotnI4Pd9sF5bGT52eW,5W3Q0PiFwL9CCPJ6YDDibK
264,<intro_1> C Emin <chorus_1> Amin F C Emin Amin F C Emin Amin F <verse_1> C Emin Amin F C Emin Amin F C Emin Amin F C Emin Amin F C Emin Amin F C Emin Amin F <chorus_2> C E Amin F C Emin Amin F C E Amin F C Emin Amin F <outro_1> C Emin Amin F C Emin Amin F,2022-02-19,,2020.0,,artist_153,,63yGv7ArIn2BiOzYVYTRcX,1KTljUXZGt7HkAFFEnDBn1
265,<intro_1> D G A <verse_1> D G A D G A <chorus_1> E G A D E G A D G A <verse_2> D G A D G A <chorus_2> E G A D E G A D G A <bridge_1> Emin D G A D C Emin D G Emin D C <chorus_3> E7 A D E G A D,2022-03-22,'gen z singer-songwriter',2020.0,,artist_154,,5PvHr0dtFzsKzmd9wkC4Le,11dABkjSoOjcP9p3TFSNRj
266,<intro_1> Emin C Amin D Emin C Amin D Emin C Amin D Emin C Amin D <verse_1> Emin C Amin D Emin C Amin D Emin C Amin D Emin C Amin D Emin C Amin D Emin C Amin D Emin C Amin D Emin C Amin <chorus_1> D Emin C Amin D Emin C Amin D Emin C Amin D Emin C D <verse_2> Emin C Amin D Emin C Amin D Emin C Amin D Emin C Amin D Emin C Amin D Emin C Amin D Emin C Amin D Emin C Amin D <chorus_2> Emin C Amin D Emin C Amin D Emin C Amin D Emin C D Emin C Amin D Emin C Amin D Emin C Amin D Emin C Amin D <verse_3> Emin C Amin D Emin C Amin D Emin C Amin D Emin C Amin <chorus_3> D Emin C Amin D Emin C Amin D Emin C Amin D Emin C D Emin C Amin D Emin C Amin D Emin C Amin D Emin C D <outro_1> Emin C Amin D Emin C Amin D Emin C Amin D Emin C Amin D Emin C Amin D Emin C Amin D Emin C Amin D Emin C Amin D Emin,1995,'heartland rock' 'jangle pop',1990.0,heartland rock,artist_155,pop rock,24WgD7nCXrc8tX7U1duPY0,2D2qwEatKbBSKhBCfP6lyn
267,<intro_1> Emin7 Amin7 Emin7 Amin7 Emin7 <verse_1> Amin7 B7 Emin7 Amin7 Bsus4 <chorus_1> B7 Amin7 Emin Amin7 Bsus4 B7 Emin7 <verse_2> Amin7 Bsus4 B Emin7 Amin7 Bsus4 B <chorus_2> Amin7 Emin Amin7 B7 Emin7 <interlude_1> Amin7 Emin7 Amin7 E <bridge_1> Cmaj7 Bmin7 Cmaj7 Bmin7 <chorus_3> Amin7 Emin Amin7 Bsus4 B7 Emin7 Bmin7 Amin7 <outro_1> Emin7 Bmin7 Amin7 E7sus4,2020-12-04,'adult standards' 'brill building pop' 'easy listening' 'lounge',2010.0,,artist_156,pop,5i4MHSHQchDCgBF9ByyaIB,35y7CZMg7jbG8Q96JY7dyC
268,<intro_1> E Fsmin Gsmin Amaj7 <verse_1> E A E A E A E A Csmin Bsus2 A Gsmin Fsmin E/Gs A/B <verse_2> E Fsmin Gsmin Amaj7 E Fsmin Gsmin Amaj7 Gs7 Csmin Aminadd9 Eadd13 Fs Aadd9 Gsmin Fsmin7 <chorus_1> E Fsmin7 A/B Emaj7 E Csmin Fsmin7 A/B Emaj7 A Fsdim7 E Gsmin Esus4 E Fsmin Gsmin Amaj7 <verse_3> E Fsmin Gsmin A E Fsmin Gsmin Amaj7 Csmin B Aadd9 E Fsmin E/Gs Asus2/B <verse_4> E Fsmin Gsmin Amaj7 E Fsmin Gsmin Gs Csmin7 Aminadd9 E/Gs Fs7 Aadd9 E/Gs Fsmin7 <chorus_2> E Csmin7 Fsmin Fsmin7 Fsmin A/B Emaj7 E Csmin7 Fsmin7 A/B Emaj7 A Fsdim7 E/Gs Fs A/B E Fsmin Gsmin A <bridge_1> Asus2 Gsmin Bb Bb/C Fmaj7 G7 Csus2 Bbadd13 Gmin7 Fsmin7 A/B <chorus_3> E Csmin Fsmin Fsmin7 A/B Emaj7 E Csmin Fsmin A/B Emaj7 Aadd9 Fsdim7 Fsmin Gsmin Gs Asus2 Fsmin Amin E Fsmin Gsmin Amaj7 E Fsmin Gsmin Amaj7,,,,,artist_157,,,23xulTZL2CvclAu5Q1eMaN
269,<verse_1> Bmin Fsmin Bmin Fsmin Cs Fsmin A Emin A Emin Fsmin Bmin Fsmin Bmin Fsmin Cs Fsmin A Emin A Emin <chorus_1> Fsmin Cs Fsmin Cs D A D A Bmin Fsmin G D Fsmin Cs Fsmin Cs <verse_2> Bmin Fsmin Bmin Fsmin Cs Fsmin A Emin A Emin Fsmin Bmin Fsmin Bmin Fsmin Cs Fsmin A Emin A Emin <chorus_2> Fsmin Cs Fsmin Cs D A D A Bmin Fsmin G D Fsmin Cs Fsmin Cs Fsmin Cs Fsmin Cs D A D A Bmin Fsmin G D Fsmin Cs Fsmin Cs <verse_3> Bmin Fsmin Bmin Fsmin Cs Fsmin A Emin A Emin Fsmin Bmin Fsmin Bmin Fsmin Cs Fsmin A Emin A Emin <chorus_3> Fsmin Cs Fsmin Cs D A D A Bmin Fsmin G D Fsmin Cs Fsmin Cs Fsmin Cs Fsmin Cs D A D A Bmin Fsmin G D Fsmin Cs Fsmin Cs Fsmin,2015-02-09,'art pop' 'etherpop' 'indie rock' 'indietronica' 'metropopolis' 'neo-synthpop',2010.0,indie rock,artist_158,pop rock,50jwxaKrzuBnuoOva2Ej3Y,7bcbShaqKdcyjnmv4Ix8j6
270,<intro_1> E7 E E7 A Aadd13 A Aadd13 A A7 <verse_1> A Aadd13 E7 E E7 Eadd13 E A Aadd13 A Aadd13 A E7 <verse_2> A Aadd13 A E7 E E7 Eadd13 E A A7 <bridge_1> D Dsus2 Dadd13 Dmin Dminadd13 A Fs7 B7 E <verse_3> A Aadd13 E E7 E Eadd13 E A D A E <instrumental_1> A Aadd13 E E7 E7/B E E7/B Eadd13/B A D A E <verse_4> A Aadd13 E E7 E E7 A Aadd13 A Aadd13 A E7 A Aadd13 E E7 Eadd13 E7 E A A7 <bridge_2> D Dadd13 D Dminadd13 A Fs7 B7 E7 <outro_1> A Aadd13 E7 E E7 A Aadd13 A D Dadd13 A,2001-04-27,,2000.0,,artist_159,,730BuYnjAXIII8606zpYtz,1ZzjkYTXVmDCuojoJY2Ph5
271,Bmin7 Emin Gmaj7 Cmaj7 Bmin7 Cmaj7 Bmin7 Cmaj7 Bmin7 Cmaj7 Bmin7 Cmaj7 Bmin7 Cmaj7 Bmin7 Cmaj7 Bmin7 Cmaj7 Bmin7 Emin Cmaj7 Gmaj7 Bmin7 Emin Cmaj7 Gmaj7 Bmin7 Emin Cmaj7 Gmaj7 Bmin7 Emin Cmaj7 Gmaj7 Bmin7 Emin Cmaj7 Gmaj7 Bmin7 Emin Cmaj7 Gmaj7 Bmin7 Emin Cmaj7 G Bmin7 Emin Cmaj7 G Bmin7 Emin Cmaj7 Gmaj7 Bmin7 Emin Cmaj7 Gmaj7 Bmin7 Emin Cmaj7 Gmaj7 Bmin7 Emin Cmaj7 Gmaj7 Bmin7 Emin Cmaj7 Gmaj7 Bmin7 Emin Cmaj7 Gmaj7 Bmin7 Cmaj7,2020-05-01,,2010.0,,artist_160,,3lX3IINEqVM6YykHaW3xiY,6hcUW68yAdNxdqvB6dcSvU
272,<intro_1> D G D G <verse_1> D G D G D G D G D <chorus_1> G D G <verse_2> D G D G D G D G D <chorus_2> G D G D G D G,2014-09-09,'alternative country' 'indie folk' 'modern folk rock' 'new americana' 'north carolina indie' 'north carolina roots' 'stomp and holler',2010.0,modern folk rock,artist_161,country,2y0m8p5SEwKxEnVl3bqdFe,37eqxl8DyLd5sQN54wYJbE
273,<intro_1> G <verse_1> Bmin C Cmin G A Bmin C Cmin Emin B <chorus_1> G C Emin D C Cmin G <verse_2> Bmin C Cmin Emin B <chorus_2> G C Emin D C Cmin G <bridge_1> Bmin C Cmin <chorus_3> Emin B G C Emin D C Cmin G <outro_1> Bmin C Cmin,2023-02-10,'pop punk' 'screamo',2020.0,,artist_162,pop,2R5SzmhzoaCkjDJcSaGrN3,4iJLPqClelZOBCBifm8Fzv
274,<intro_1> Emin C G D <verse_1> Emin C G D Emin C G D Emin C G D Emin C G D C D C D <chorus_1> Emin C G D Emin C G D Emin C G D Emin C G D <verse_2> Emin C G D Emin C G D C D C D <chorus_2> Emin C G D Emin C G D <bridge_1> C Emin C D Emin C G D Emin C G D <chorus_3> Emin C G D Emin C G D Emin C G D Emin C G D Emin C G D Emin C G D,,,,,,,,
275,<intro_1> F G C Amin F G Amin F G C Amin F G C <verse_1> F G C F G Amin F G C F G Amin <chorus_1> G Amin F C G F C G F C G F G C <interlude_1> F G C Amin F G Amin F G C Amin F G C <verse_2> F G C F G Amin F G C F G Amin C F G C F G Amin <chorus_2> G Amin F C G F C G F C G F C G F C G F G C,,,,,artist_163,,,6Z7MRcEkL4SJML0I7tLrfE
276,<intro_1> Bb <verse_1> Eb Ab Eb Ab Eb Ab Eb Ab <chorus_1> Eb Gmin Ab Eb Gmin Ab Bb <verse_2> Eb Ab Eb Ab Eb Ab Eb Ab <chorus_2> Eb Gmin Ab Eb Gmin Ab Eb Gmin Ab Eb Gmin Ab Bb Eb Gmin Bb Eb Fmin Ab Eb Gmin G Cmin Bb Ab Bb Db Eb Fmin Eb Gmin Fmin Eb Fmin Eb Gmin Fmin Eb Fmin Ab Gmin Fmin Eb Fmin Ab Gmin Fmin Gmin Bb Gmin Bb Gmin Bb Gmin Bb Gmin Bb Gmin Bb Eb Ab Gmin G Cmin Bb Ab Bb Eb Ab Gmin G Cmin Bb Ab Bb Eb Ab Gmin G Cmin Bb Ab Bb <chorus_3> Eb Gmin Ab Eb Ab Bb Eb Gmin Ab Eb Ab Bb,2023-01-28,'korean indie rock' 'korean shoegaze',2020.0,,artist_164,rock,0DYALM07LyrmvGBNpa8Zfw,7eZbNxarrTW4VkRI8u9aDX
277,<intro_1> F G F Amin G <verse_1> F C G Amin G F C G F Amin F G <verse_2> F C G Amin G F C G F Amin G F Amin F G <verse_3> F C G Amin G F C G F Amin G F <bridge_1> C G F Amin G F C G F Amin G F <instrumental_1> Amin G F C G <chorus_1> F C G F Amin G F C G F Amin G F,,,,,artist_165,,,7zSFKgdQTdGWWw5h5uYYyf
278,<intro_1> Fmin Gmin Dmin C Bb F Gmin Dmin Gmin Bb <verse_1> F Gmin Dmin Cmin F Gmin Dmin C <chorus_1> F Dmin7 C F Dmin7 C Gmin <verse_2> F Gmin Dmin Cmin F Gmin Dmin G <chorus_2> F Dmin7 C F Dmin7 C Gmin <instrumental_1> Dmin Gmin Bb C <verse_3> F Dmin C Bb F C Dmin C <chorus_3> F Dmin7 C F Dmin7 C Gmin F C7 Bbmin Gmin,2015-01-01,'bluegrass' 'modern southern rock' 'neo-traditional bluegrass' 'new americana',2010.0,modern southern rock,artist_166,rock,6qtbJulxYHxmoAtWz0Qnhs,3bLSAQPeix7Xm2e5Gtn48R
279,<verse_1> C F Amin G C F Amin G C F Amin G <chorus_1> C F Amin G C F Amin G C F Amin G C F Amin G,,'modern blues' 'neo soul' 'soul',,,artist_167,soul,,3qnGvpP8Yth1AqSBMqON5x
280,<chorus_1> G D A Bmin G D A Bb Bmin <verse_1> G D A Bmin G D A Bb Bmin <instrumental_1> G D A Bmin G D A Bb Bmin <verse_2> G D A Bmin G D A Bb Bmin <chorus_2> G D A Bmin G D A Bb Bmin <verse_3> G D A Bmin G D A Bb Bmin A Bb Bmin A Bb D,2018-04-17,'duluth indie',2010.0,,artist_168,alternative,6b9HG8TqB9ljgMQUMlbDvK,6uPrur9TGSIgCDbrlpCuXw
